wallet,deposit_count,borrow_count,repay_count,redeem_count,liquidation_count,total_actions,duration_days,repay_ratio,activity_score,longevity,risk_factor,score,credit_score
0x02b6073eec33b4c9fa95ec2d59bf433d389cb55d,6,0,0,4,0,10,16.980543981481482,1.0,0.0007010164738871364,0.11041210855421991,0.0,0.5222927266530102,589
0x02b654a6fa9f1b4ce089af16a04401faf035a2c6,1,0,0,0,0,1,1.0,1.0,7.010164738871364e-05,0.006502271580617933,0.0,0.5013214848103402,566
0x02b664da23a3b5480f710785fd5926ee1d055788,8,4,4,6,0,22,43.07082175925926,1.0,0.0015422362425516999,0.28005818027909196,0.0,0.5564743069285839,628
0x02b6e3488b382c93f3f80abb237eb9fef16283be,0,0,0,3,0,3,2.653796296296296,1.0,0.0002103049421661409,0.017255704238156533,0.0,0.5035142323302811,568
0x02b72485ecdaabd5f9af68d9a5d2b2ca54d5339b,22,38,22,13,0,95,98.4700925925926,0.5789473684210527,0.006659656501927795,0.6402792846056312,0.0,0.5037379643980204,568
0x02b87eca370a3af303d5dd2d4c1b76c517930cf3,1,0,0,0,0,1,1.0,1.0,7.010164738871364e-05,0.006502271580617933,0.0,0.5013214848103402,566
0x02b8db8f6d8fdfc914096ec6b20c9e6712781982,1,0,0,0,0,1,1.0,1.0,7.010164738871364e-05,0.006502271580617933,0.0,0.5013214848103402,566
0x02b933d8e2a4dd4a4abf60908e81c7b6a7e39273,3,0,0,1,0,4,29.34355324074074,1.0,0.00028040658955485456,0.19079975231161775,0.0,0.53824407243919,607
0x02b936ff5f54ef91b7e9e6fcd8aaed1160ee01c2,22,37,75,14,0,148,74.62251157407407,1.0,0.010375043813529617,0.48521583628243453,0.0,0.6001556804005458,677
0x02b9dee806bc6e1093e348336d35b0866908712b,7,5,3,2,0,17,48.435891203703704,0.6,0.0011917280056081318,0.31494331885574467,0.0,0.4433461821728314,500
0x02babb5826d85c6a6354b923e94e7e9bb2643507,1,0,0,0,0,1,1.0,1.0,7.010164738871364e-05,0.006502271580617933,0.0,0.5013214848103402,566
0x02baeeb92d7dac6dafe75d5f46fd045517c8f2e4,1,0,0,1,0,2,0.0002777777777777778,1.0,0.00014020329477742728,1.806186550171648e-06,0.0,0.5000424222257432,564
0x02bc46b19b1ea69c3e70918c899526e5adad7435,1,0,0,0,0,1,1.0,1.0,7.010164738871364e-05,0.006502271580617933,0.0,0.5013214848103402,566
0x02bcb5d5a59ec3350ec2bed6c7ffcd5d566d9574,6,4,0,0,4,14,45.02707175925926,0.0,0.000981423063441991,0.2927782490586758,0.26666666666666666,0.20551674339743445,232
0x02bd126623a52f35c2df74208e73c5c7ded740d3,3,1,2,9,1,16,56.79039351851852,1.0,0.0011216263582194182,0.3692665618275718,0.058823529411764705,0.5624250943906273,635
0x02bd653274feaa6e43618310400c5d1337758d1d,4,1,1,0,0,6,3.2901504629629628,1.0,0.0004206098843322818,0.021393451851281005,0.0,0.504404873335556,569
0x02be55b9045cfa9195e851c35896b33da3693764,7,7,9,1,0,24,52.961724537037036,1.0,0.0016824395373291271,0.34437151631769136,0.0,0.569379035124737,642
0x02bee0a17903cc1f2f48b4514ec23aae547fe4a3,42,5,12,12,0,71,107.08533564814815,1.0,0.004977216964598668,0.6962979346858861,0.0,0.6407527520265568,723
0x02bf4268c84ce1306d1e2af3c2f54d2b3214658e,1,1,0,0,0,2,0.00125,0.0,0.00014020329477742728,8.127839475772415e-06,0.0,0.2000436865563284,225
0x02bf9d9885ab40a40835e137449db9600f366e6e,2,0,0,11,0,13,65.39302083333334,1.0,0.0009113214160532772,0.42520318093533976,0.0,0.585314032611884,660
0x02c140cd842739c324846893adb64de09026b3f2,2,1,0,0,0,3,0.0030555555555555557,0.0,0.0002103049421661409,1.986805205188813e-05,0.0,0.20006706509306024,225
0x02c255ff1abb3242d5b2f325b7fecd1322cc40e7,4,0,0,0,0,4,10.000150462962964,1.0,0.00028040658955485456,0.06502369415722734,0.0,0.513088860808312,579
0x02c2a7e2fdc63ced0c3c2534148b5f71a20eaa23,1,0,0,0,0,1,1.0,1.0,7.010164738871364e-05,0.006502271580617933,0.0,0.5013214848103402,566
0x02c36a54388cddeaaeeb79f351b7e00b882c41d8,7,1,0,0,0,8,31.864270833333332,0.0,0.0005608131791097091,0.20719014267669622,0.0,0.24160627248907218,272
0x02c3b69b7588c4d117ea0eb4d7ba809f9613f470,46,58,62,50,0,216,36.128738425925924,1.0,0.015141955835962145,0.23491886911047719,0.0,0.5515263605728842,622
0x02c3df430a4125a05feeb5fee31c0ee911f952e1,7,4,4,4,0,19,5.033541666666666,1.0,0.001331931300385559,0.032729454929022885,0.0,0.5069454703759202,572
0x02c4a7b6f3e7743ceae95a2d7e6caa58ac0d4c66,1,0,0,1,0,2,0.00020833333333333335,1.0,0.00014020329477742728,1.354639912628736e-06,0.0,0.5000423319164158,564
0x02c4a98ccdfca694807554bec1cff46152b6d3d8,5,0,0,0,0,5,56.625416666666666,1.0,0.0003505082369435682,0.36819383753231566,0.0,0.5737439199775463,647
0x02c4bc6b7dda908bf89bda10cf8dbb8649823284,3,0,0,1,0,4,37.16569444444445,1.0,0.00028040658955485456,0.2416614387600409,0.0,0.5484164097288746,619
0x02c4ee6974bf68b002ea221fac8203f182d8a0bb,1,0,0,0,0,1,1.0,1.0,7.010164738871364e-05,0.006502271580617933,0.0,0.5013214848103402,566
0x02c4f4a127e285550a192ac77c715b6f2e641e99,1,0,0,0,0,1,1.0,1.0,7.010164738871364e-05,0.006502271580617933,0.0,0.5013214848103402,566
0x02c54f73a52ebac634c7365d9e4136370e18a7ad,1,0,0,0,0,1,1.0,1.0,7.010164738871364e-05,0.006502271580617933,0.0,0.5013214848103402,566
0x02c58ac2ac1029aaf986a9be4adb656c813005a0,1,1,0,0,0,2,0.006550925925925926,0.0,0.00014020329477742728,4.2595899474881365e-05,0.0,0.20005058016832822,225
0x02c5c964a7e7a4daed55efdce3859e433d739ef1,1,0,0,0,0,1,1.0,1.0,7.010164738871364e-05,0.006502271580617933,0.0,0.5013214848103402,566
0x02c6e7836e1a500ea2bf6cbc3c50c1adf742b670,1,0,0,0,0,1,1.0,1.0,7.010164738871364e-05,0.006502271580617933,0.0,0.5013214848103402,566
0x02c74609ad8db018a47aca47b3d5f500025955e2,2,0,0,0,0,2,0.5247685185185185,1.0,0.00014020329477742728,0.003412187424365938,0.0,0.5007244984733064,565
0x02c88ed34fb04d51b3cad4cd7823f998440dd762,2,0,0,0,0,2,0.5072916666666667,1.0,0.00014020329477742728,0.003298548187250972,0.0,0.5007017706258834,565
0x02c98fe643a484a9a6b1bbb656c13bc281c624ca,2,0,0,0,0,2,5.0127546296296295,1.0,0.00014020329477742728,0.03259429196885171,0.0,0.5065609193822036,571
0x02ca089c541a1e8d8cec24e066d7ffe2085cc528,7,3,5,1,0,16,7.213622685185185,1.0,0.0011216263582194182,0.046904933779180445,0.0,0.509717474663302,575
